pos	baseline
23576780	0.9550000000000001
23576956	0.9640000000000001
23576958	0.9610000000000001
23577063	0.9544999999999999
23577096	0.9565000000000001
23577100	0.9625
23577103	0.967
23577186	0.9690000000000001
23577188	0.9645
23577352	0.7375
23577361	0.899
23577407	0.9524999999999999
23577421	0.9575
23577464	0.9380000000000001
23577587	0.8795
23577671	0.7635000000000001
23577710	0.9425
23577950	0.8475
23578016	0.8945
23578040	0.938
23578064	0.9515
23578067	0.9625
23578087	0.9680000000000001
23578093	0.9650000000000001
23578130	0.9450000000000001
23578201	0.9524999999999999
23578246	0.9565
23578250	0.9375
23578281	0.899
23578303	0.952
23578325	0.958
23578355	0.889
23578383	0.9159999999999999
23578408	0.9365000000000001
23578451	0.9265000000000001
23578566	0.9455
23578682	0.7150000000000001
23578909	0.937
23579140	0.7775
23579186	0.309
23579261	0.057
23579300	0.37799999999999995
23579316	0.052500000000000005
23579368	0.0545
23579425	0.2935
23579500	0.373
23579534	0.39749999999999996
23579629	0.522
23579663	0.9275
23579794	0.9380000000000001
23579802	0.9535
23579805	0.9610000000000001
23579808	0.9684999999999999
23580039	0.971
23580045	0.965
23580057	0.965
23580122	0.9655
23580131	0.9635
23580143	0.9504999999999999
23580199	0.9620000000000001
23580243	0.958
23580319	0.9615
23580437	0.966
23580460	0.962
23580500	0.9455
23580506	0.9385
23580514	0.514
23580516	0.9515
23580550	0.9565000000000001
23580580	0.96
23580622	0.7635000000000001
23580720	0.9530000000000001
23580836	0.957
23581019	0.96
23581097	0.962
23581191	0.96
23581349	0.9299999999999999
23581384	0.9475
23581429	0.9530000000000001
23581605	0.95
23581659	0.957
23581794	0.9504999999999999
23581899	0.933
23582138	0.896
23582204	0.9285000000000001
23582259	0.9375
23582477	0.8885000000000001
23582698	0.958
23582758	0.9530000000000001
23582854	0.952
23582988	0.95
23583030	0.8295
23583058	0.6940000000000001
23583106	0.8705
23583155	0.485
23583280	0.4115
23583397	0.5479999999999999
23583424	0.932
23583488	0.923
23583699	0.9099999999999999
23583725	0.9545000000000001
23583733	0.9445000000000001
23583784	0.5
23583822	0.9405000000000001
23583827	0.9375
23583840	0.9585
23583977	0.9535
23584126	0.9365
23584305	0.948
23584309	0.885
23584372	0.9450000000000001
23584375	0.9575
23584419	0.9345
23584450	0.9015
23584489	0.944
23584512	0.968
23584514	0.9590000000000001
23584559	0.919
23584576	0.928
23584612	0.6749999999999999
23584703	0.9395
23584738	0.963
23584802	0.9505000000000001
23584854	0.96
23584866	0.9525
23584871	0.9239999999999999
23584895	0.9435
23585209	0.952
23585283	0.9495
23585290	0.958
23585322	0.9510000000000001
23585364	0.9525
23585427	0.9595
23585607	0.9299999999999999
23585689	0.9490000000000001
23585732	0.9610000000000001
23585739	0.964
23585784	0.962
23585814	0.9470000000000001
23585887	0.9225
23585892	0.9455
23585961	0.9365
23585983	0.7890000000000001
23586018	0.9119999999999999
23586043	0.5800000000000001
23586154	0.858
23586238	0.935
23586320	0.9225
23586372	0.6565000000000001
23586377	0.8125
23586405	0.8755000000000001
23586486	0.935
23586558	0.95
23586613	0.9295
23586633	0.9450000000000001
23586664	0.9484999999999999
23586670	0.9025
23586696	0.52
23586716	0.663
23586765	0.8779999999999999
23586780	0.47650000000000003
23586814	0.9464999999999999
23586817	0.9385
23586855	0.8345
23586954	0.8385
23587035	0.08349999999999999
23587069	0.6245
23587113	0.593
23587173	0.876
23587244	0.925
23587250	0.9085
23587261	0.339
23587481	0.843
23587809	0.5495000000000001
23587811	0.6335000000000001
23587814	0.722
23588043	0.813
23588101	0.9315
23588117	0.863
23588124	0.916
23588296	0.6435
23588342	0.9195
23588392	0.914
23588537	0.899
23588817	0.9575
23588822	0.964
23589033	0.9495
23589100	0.907
23589109	0.944
23589117	0.9540000000000001
23589120	0.916
23589161	0.956
23589231	0.9385
23589245	0.9265
23589562	0.948
23589574	0.9480000000000001
23589606	0.872
23589682	0.898
23589722	0.9369999999999999
23589780	0.8825000000000001
23589818	0.8414999999999999
23589830	0.8425
23589853	0.4185
23589924	0.187
23590084	0.513
23590106	0.7470000000000001
23590142	0.7150000000000001
23590206	0.7309999999999999
23590220	0.6930000000000001
23590238	0.7785
23590241	0.92
23590536	0.8065
23590563	0.825
23590649	0.7165
23590656	0.587
23590695	0.329
23590769	0.29
23590858	0.08499999999999999
23590874	0.0475
23590897	0.0385
23590950	0.055
23590962	0.267
23590970	0.0655
23590979	0.0795
23591029	0.047
23591045	0.04
23591054	0.021500000000000002
23591118	0.0305
23591123	0.0265
23591135	0.0285
23591145	0.03
23591147	0.0275
23591180	0.037500000000000006
23591184	0.07350000000000001
23591187	0.0825
23591193	0.1105
23591202	0.276
23591241	0.19399999999999998
23591254	0.0925
23591256	0.11299999999999999
23591261	0.15500000000000003
23591270	0.045
23591278	0.036
23591303	0.027
23591305	0.039
23591500	0.045
23591528	0.03950000000000001
23591539	0.0375
23591639	0.1255
23591648	0.324
23591651	0.3515
23591692	0.663
23591702	0.7055
23591706	0.736
23591794	0.6930000000000001
23591827	0.6859999999999999
23591902	0.667
23592008	0.8460000000000001
23592104	0.8895
23592252	0.915
23592393	0.946
23592446	0.875
23592461	0.9485
23593031	0.9450000000000001
23593053	0.9339999999999999
23593075	0.9204999999999999
23593087	0.946
23593146	0.9185000000000001
23593433	0.4455
23593596	0.163
23593746	0.38449999999999995
23593990	0.1715
23594127	0.6279999999999999
23594190	0.8049999999999999
23594193	0.9065
23594490	0.9199999999999999
23594495	0.907
23595246	0.541
23595363	0.9525
23595367	0.9615
23595379	0.9565000000000001
23595439	0.9465
23595536	0.9585
23595557	0.962
23595574	0.962
23595597	0.9625
23595638	0.9604999999999999
23595765	0.94
23595985	0.935
23596213	0.9575
23596777	0.7075
23596821	0.932
23596842	0.9425
23596863	0.927
23596885	0.915
23597081	0.9515
23597300	0.788
23597355	0.585
23597909	0.948
23597917	0.9605000000000001
23597989	0.9490000000000001
23598145	0.9475
23598376	0.9535
23598411	0.9555
23598511	0.956
23598633	0.7505
23598695	0.963
23598746	0.9555
23598752	0.88
23598761	0.472
23598807	0.9465000000000001
23598818	0.9615
23599030	0.9299999999999999
23599174	0.906
23599214	0.9510000000000001
23599305	0.8049999999999999
23599369	0.917
23599375	0.837
23599452	0.253
23599729	0.29300000000000004
23599837	0.0845
23599843	0.07
23599889	0.1615
23599929	0.23349999999999999
23599947	0.155
23599986	0.4125
23600011	0.14200000000000002
23600056	0.7555
23600120	0.6525
23600151	0.589
23600209	0.633
23600237	0.755
23600404	0.8095
23600410	0.8520000000000001
23600513	0.8625
23600531	0.8494999999999999
23600540	0.8865000000000001
23600586	0.918
23600619	0.5235000000000001
23600623	0.696
23600651	0.639
23600744	0.7695000000000001
23600811	0.917
23600817	0.8594999999999999
23600887	0.8345
23600915	0.8665
23600920	0.7275
23600943	0.8805
23601141	0.6525000000000001
23601271	0.276
23601381	0.144
23601414	0.0495
23601511	0.038500000000000006
23601593	0.030500000000000003
23601606	0.043
23601631	0.0385
23601686	0.0505
23601703	0.0885
23601786	0.7725
23601792	0.6950000000000001
23601869	0.9275
23601904	0.8979999999999999
23601932	0.846
23601936	0.8435
23601966	0.7895000000000001
23602017	0.7295
23602098	0.817
23602146	0.7735000000000001
23602158	0.9359999999999999
23602268	0.9404999999999999
23602308	0.8305
23602338	0.854
23602369	0.6144999999999999
23602484	0.8999999999999999
23602504	0.927
23602507	0.9480000000000001
23602554	0.886
23602578	0.38949999999999996
23602659	0.49949999999999994
23602663	0.528
23602675	0.271
23602677	0.2205
23602740	0.0345
23602764	0.026500000000000003
23602794	0.0265
23602830	0.035
23602858	0.0345
23602929	0.045
23602952	0.031
23602956	0.0335
23602959	0.0415
23602989	0.053500000000000006
23602994	0.048
23603015	0.033
23603017	0.0295
23603023	0.03
23603034	0.0875
23603048	0.085
23603051	0.041999999999999996
23603073	0.0275
23603076	0.029
23603087	0.041999999999999996
23603091	0.065
23603097	0.172
23603104	0.0375
23603106	0.0345
23603112	0.0345
23603188	0.032
23603193	0.045
23603205	0.033
23603211	0.0235
23603213	0.0285
23603215	0.033
23603219	0.0285
23603223	0.0275
23603227	0.0235
23603231	0.039
23603283	0.07400000000000001
23603288	0.22999999999999998
23603294	0.21600000000000003
23603326	0.035
23603350	0.032
23603353	0.027
23603367	0.027
23603379	0.025500000000000002
23603386	0.028499999999999998
23603389	0.026
23603394	0.026000000000000002
23603407	0.025
23603409	0.038
23603427	0.0325
23603434	0.027
23603438	0.0335
23603451	0.039
23603482	0.027
23603504	0.039
23603511	0.03
23603532	0.0285
23603534	0.0325
23603537	0.0305
23603540	0.0295
23603543	0.0285
23603546	0.0315
23603550	0.0295
23603560	0.038
23603562	0.0405
23603569	0.038
23603580	0.028
23603583	0.041999999999999996
23603587	0.09150000000000001
23603593	0.10650000000000001
23603609	0.0475
23603614	0.028999999999999998
23603618	0.024
23603620	0.0325
23603633	0.025
23603636	0.027
23603642	0.033
23603645	0.037
23603650	0.0555
23603658	0.064
23603667	0.04
23603674	0.033
23603677	0.0285
23603684	0.035
23603695	0.029
23603697	0.035500000000000004
23603702	0.0285
23603705	0.0265
23603707	0.0295
23603711	0.038000000000000006
23603720	0.0295
23603723	0.029
23603729	0.029
23603733	0.0295
23603737	0.027
23603739	0.0335
23603742	0.025500000000000002
23603765	0.025
23603767	0.0325
23603772	0.033
23603776	0.0285
23603778	0.036500000000000005
23603781	0.059000000000000004
23603786	0.132
23603795	0.07550000000000001
23603801	0.249
23603806	0.033
23603810	0.0295
23603817	0.0315
23603819	0.034
23603826	0.041499999999999995
23603828	0.0325
23603831	0.038000000000000006
23603839	0.0265
23603847	0.0325
23603849	0.031
23603858	0.0335
23603860	0.036000000000000004
23603870	0.0635
23603880	0.0265
23603890	0.029500000000000002
23603893	0.0225
23603897	0.032
23603901	0.032
23603915	0.039
23603926	0.036000000000000004
23603933	0.0295
23603954	0.0265
23603957	0.0275
23603961	0.0265
23603967	0.0345
23603972	0.037
23603977	0.0285
23603983	0.026
23603986	0.026000000000000002
23603988	0.03
23603997	0.036500000000000005
23604003	0.035500000000000004
23604009	0.031
23604014	0.0275
23604016	0.029
23604020	0.0325
23604032	0.033
23604035	0.0365
23604042	0.036500000000000005
23604060	0.0675
23604090	0.026500000000000003
23604111	0.0265
23604122	0.0245
23604131	0.028499999999999998
23604133	0.0315
23604135	0.0305
23604162	0.0245
23604164	0.028999999999999998
23604169	0.026500000000000003
23604171	0.0275
23604181	0.036000000000000004
23604187	0.036000000000000004
23604202	0.025
23604204	0.035500000000000004
23604206	0.034
23604241	0.0275
23604244	0.023
23604249	0.0245
23604255	0.025500000000000002
23604265	0.08299999999999999
23604352	0.03950000000000001
23604388	0.034499999999999996
23604394	0.036
23604396	0.041499999999999995
23604455	0.041
23604465	0.024
23604475	0.041999999999999996
23604574	0.39
23604647	0.6765
23604652	0.863
23604663	0.896
23604693	0.863
23604697	0.8614999999999999
23604700	0.9239999999999999
23604709	0.8965000000000001
23604729	0.6154999999999999
23604758	0.7505
23604787	0.926
23604818	0.9484999999999999
23604842	0.886
23604873	0.9095
23604877	0.94
23604973	0.7825
23604983	0.9430000000000001
23604991	0.9435
23605056	0.7755000000000001
23605062	0.956
23605113	0.964
23605349	0.9604999999999999
23605380	0.9525
23605415	0.9505000000000001
23605449	0.966
23605458	0.968
23605474	0.968
23605500	0.9630000000000001
23605511	0.9625
23605534	0.9755
23605536	0.971
23605589	0.963
23605801	0.957
23605920	0.698
23605954	0.9185000000000001
23606019	0.9235
23606130	0.9115
23606163	0.933
23606191	0.959
23606240	0.943
23606260	0.952
23606295	0.9495
23606520	0.946
23606538	0.71
23606634	0.579
23606666	0.9359999999999999
23606719	0.7615000000000001
23606724	0.877
23606736	0.9595
23606767	0.9524999999999999
23606800	0.9650000000000001
23606806	0.9635
23606839	0.9530000000000001
23606862	0.9655
23606913	0.968
23606983	0.9385
23606986	0.9650000000000001
23606991	0.969
23606995	0.9580000000000001
23607080	0.9410000000000001
23607229	0.8879999999999999
23607407	0.9375
23607458	0.9584999999999999
23607544	0.9404999999999999
23607679	0.954
23607684	0.9565
23607691	0.9525
23607777	0.8345
23607789	0.9635
23607791	0.9675
23608087	0.959
23608127	0.9550000000000001
23608191	0.943
23608311	0.9515
23608661	0.9635
23608705	0.9565000000000001
23608714	0.9575
23608729	0.9605000000000001
23608737	0.9550000000000001
23608795	0.903
23608853	0.957
23608887	0.854
23608933	0.957
23609070	0.9580000000000001
23609171	0.9355
23609235	0.964
23609273	0.9704999999999999
23609275	0.968
23609277	0.9615
23609315	0.9359999999999999
23609320	0.946
23609324	0.9515
23609354	0.9490000000000001
23609376	0.9305
23609409	0.9335
23609417	0.9670000000000001
23609419	0.97
23609421	0.963
23609441	0.9565000000000001
23609480	0.9585
23609505	0.9575
23609535	0.9575
23609687	0.9664999999999999
23609704	0.9650000000000001
23609710	0.9605000000000001
23609749	0.537
23609781	0.9595
23609939	0.931
23610109	0.49
23610319	0.9339999999999999
23610452	0.369
23610568	0.1915
23610582	0.1095
23610609	0.165
23610619	0.07250000000000001
23610696	0.873
23610698	0.8559999999999999
23610724	0.737
23610831	0.9339999999999999
23610935	0.9384999999999999
23610980	0.9215
23610987	0.944
23611006	0.9380000000000001
23611020	0.9165
23611051	0.937
23611366	0.9375
23611372	0.9430000000000001
23611731	0.942
23611919	0.9369999999999999
23612479	0.7044999999999999
23612502	0.54
23612606	0.9455
23612616	0.9550000000000001
23612706	0.9209999999999999
23612779	0.913
23612907	0.9485000000000001
23612972	0.949
23613067	0.9450000000000001
23613118	0.7464999999999999
23613151	0.696
23613196	0.9095
23613202	0.9265000000000001
23613214	0.1285
23613264	0.1575
23613301	0.937
23613485	0.6779999999999999
23613521	0.95
23613792	0.606
23613931	0.8315
23613949	0.928
23614003	0.9319999999999999
23614091	0.94
23614101	0.9295
23614335	0.9455
23614589	0.959
23614597	0.9525
23614616	0.9585
23614953	0.9430000000000001
23615561	0.7175
23615731	0.6295000000000001
23615808	0.9229999999999999
23615823	0.9465
23615956	0.9515
23616025	0.7655000000000001
23616160	0.9255
23616195	0.948
23616208	0.9435
23616228	0.8995
23616249	0.74
23616359	0.9175
23616373	0.8855
23616746	0.9225000000000001
23616843	0.9344999999999999
23616922	0.638
23617010	0.19
23617015	0.061
23617146	0.274
23617191	0.8300000000000001
23617331	0.9105000000000001
23617341	0.9405000000000001
23617348	0.9405000000000001
23617475	0.867
23617537	0.9295
23617551	0.9415
23617566	0.9204999999999999
23617573	0.956
23617636	0.96
23617666	0.9555
23617668	0.9610000000000001
23617680	0.9575
23617824	0.8659999999999999
23617894	0.935
23618021	0.947
23618049	0.96
23618054	0.9604999999999999
23618079	0.9575
23618139	0.953
23618151	0.962
23618155	0.9595
23618173	0.7545000000000001
23618214	0.947
23618239	0.9445000000000001
23618252	0.5614999999999999
23618261	0.9369999999999999
23618269	0.9335
23618361	0.912
23618406	0.5329999999999999
23618455	0.8775
23618508	0.8500000000000001
23618614	0.9335
23618675	0.8765
23618783	0.922
23619281	0.9155
23619616	0.8819999999999999
23619633	0.9125
23619895	0.935
23620167	0.9245
23620237	0.8925000000000001
23620252	0.8995
23620290	0.956
23620601	0.9544999999999999
23620608	0.9524999999999999
23620629	0.9615
23620850	0.9385000000000001
23621198	0.9605000000000001
23621411	0.9625
23621421	0.956
23621501	0.9355
23621504	0.9335
23621554	0.8720000000000001
23621640	0.912
23621662	0.831
23621811	0.9455
23622443	0.956
23622764	0.9450000000000001
23623187	0.917
23623457	0.9385
23623727	0.9299999999999999
23623776	0.952
23623849	0.961
23623919	0.9095
23624116	0.901
23624604	0.8525
23624667	0.5245
23624698	0.9470000000000001
23624700	0.9604999999999999
23624820	0.954
23625033	0.9490000000000001
23625109	0.527
23625249	0.593
23625296	0.513
23625313	0.9425
23625352	0.939
23625566	0.5705
23625600	0.79
23625720	0.7105
23625960	0.759
23626104	0.9199999999999999
23626114	0.9565
23626122	0.9485
23626326	0.45299999999999996
23626471	0.9099999999999999
23626516	0.9544999999999999
23626519	0.9545
23626559	0.8375
23626572	0.6555
23626590	0.8975
23626741	0.638
23626744	0.639
23626758	0.9564999999999999
23626853	0.958
23626998	0.9490000000000001
23627006	0.885
23627013	0.802
23627066	0.541
23627217	0.959
23627228	0.9475
23627290	0.9269999999999999
23627307	0.945
23627486	0.376
23627525	0.7304999999999999
23627575	0.261
23627601	0.5725
23627774	0.946
23627974	0.9444999999999999
23627995	0.943
23628194	0.911
23628409	0.917
23628552	0.927
23628690	0.858
23628745	0.46
23628923	0.7935000000000001
23629377	0.9530000000000001
23629408	0.968
23629410	0.962
23629424	0.7444999999999999
23629469	0.9470000000000001
23629565	0.9584999999999999
23629569	0.9640000000000001
23629617	0.9584999999999999
23629626	0.937
23629670	0.9445
23629692	0.935
23629699	0.9365000000000001
23629818	0.9605000000000001
23629826	0.9555
23629856	0.952
23629864	0.9515
23629881	0.9365
23629888	0.9470000000000001
23629896	0.9564999999999999
23629940	0.9580000000000001
23629952	0.96
23630005	0.956
23630030	0.925
23630074	0.94
23630084	0.542
23630090	0.9295
23630094	0.956
23630136	0.9544999999999999
23630313	0.9305000000000001
23630351	0.9269999999999999
23630405	0.758
23630454	0.7304999999999999
23630556	0.895
23630585	0.9465
23630737	0.9475
23630740	0.9504999999999999
23630833	0.849
23630876	0.9455
23630939	0.6855
23631191	0.9369999999999999
23631343	0.958
23631358	0.9580000000000001
23631381	0.9319999999999999
23631475	0.9515
23631641	0.9319999999999999
23631810	0.798
23631974	0.96
23631995	0.957
23632008	0.952
23632222	0.895
23632359	0.768
23632396	0.9585
23632552	0.967
23632805	0.9475
23632816	0.937
23632876	0.8085
23633198	0.6819999999999999
23633465	0.7310000000000001
23633502	0.9219999999999999
23633522	0.8795
23633688	0.8725
23634001	0.902
23634317	0.937
23634324	0.9490000000000001
23634338	0.9315
23634423	0.87
23634526	0.705
23634630	0.954
23634728	0.948
23634976	0.9359999999999999
23635376	0.958
23635391	0.89
23635687	0.911
23635976	0.9135
23636235	0.9099999999999999
23636341	0.867
23636432	0.9465
23636447	0.932
23636540	0.9515
23636565	0.9544999999999999
23637219	0.7010000000000001
23637780	0.9515
23637823	0.9575
23637846	0.528
23637863	0.9299999999999999
23637940	0.9335
23637997	0.9490000000000001
23638042	0.9530000000000001
23638087	0.9495
23638163	0.9445000000000001
23638188	0.9525
23638840	0.9564999999999999
23638865	0.8360000000000001
23639101	0.956
23639133	0.9610000000000001
23639139	0.9635
23639172	0.9684999999999999
23639488	0.9595
23639630	0.958
23639718	0.786
23639904	0.9610000000000001
23639910	0.9595
23639986	0.9295
23640355	0.919
23640714	0.964
23640873	0.956
23641019	0.904
23641032	0.8115
23641296	0.7865
23641436	0.899
23641462	0.966
23641464	0.9604999999999999
23641476	0.875
23641511	0.9475
23641524	0.9239999999999999
23641583	0.8735
23641852	0.511
23641888	0.9515
23641937	0.8614999999999999
23642134	0.9390000000000001
23642274	0.3135
23642347	0.9099999999999999
23642487	0.942
23642505	0.9595
23642535	0.9604999999999999
23642554	0.961
23642782	0.9645000000000001
23642888	0.968
23642914	0.973
23642970	0.9680000000000001
23643049	0.9655
23643057	0.9635
23643072	0.9535
23643080	0.9670000000000001
23643089	0.9635
23643124	0.9530000000000001
23643241	0.958
23643341	0.9605000000000001
23643363	0.9435
23643488	0.9095
23643656	0.8665
23643666	0.438
23643680	0.8815
23643814	0.101
23643858	0.282
23643953	0.3315
23644103	0.3985
23644134	0.10850000000000001
23644164	0.8054999999999999
23644178	0.946
23644217	0.9375
23644330	0.8835
23644382	0.8905000000000001
23644477	0.936
23644496	0.935
23644516	0.9315
23644652	0.953
23644756	0.8355
23644819	0.8935
23645164	0.916
23645352	0.9435
23645362	0.9245000000000001
23645384	0.9490000000000001
23645431	0.9359999999999999
23645611	0.47
23645840	0.9355
23646123	0.9595
23646127	0.9644999999999999
23646230	0.966
23646232	0.9635
23646260	0.95
23646510	0.319
23646517	0.766
23646559	0.493
23646579	0.9525
23647100	0.9380000000000001
23647239	0.9165000000000001
23647267	0.9535
23647271	0.9535
23647279	0.9425
23647520	0.563
23647579	0.7849999999999999
23647590	0.9305000000000001
23647595	0.8695
23647819	0.956
23647936	0.9490000000000001
23648000	0.907
23648040	0.9005000000000001
23648133	0.95
23648147	0.863
23648616	0.4985
23648730	0.6645
23648910	0.9425
23648955	0.9484999999999999
23649052	0.581
23649441	0.9199999999999999
23649472	0.88
23649627	0.9279999999999999
23649726	0.935
23649729	0.8875
23649737	0.96
23649741	0.9650000000000001
23649780	0.9604999999999999
23649818	0.959
23649850	0.957
23649942	0.959
23649955	0.966
23649957	0.9695
23649964	0.94
23650046	0.9420000000000001
23650085	0.9575
23650092	0.9604999999999999
23650100	0.9690000000000001
23650102	0.9685
23650104	0.9650000000000001
23650106	0.9635
23650129	0.9415
23650132	0.933
23650147	0.9595
23650158	0.971
23650160	0.9740000000000001
23650173	0.9740000000000001
23650175	0.974
23650321	0.9735
23650323	0.971
23650333	0.9575
23650366	0.952
23650375	0.958
23650393	0.893
23650430	0.8779999999999999
23650488	0.9450000000000001
23650524	0.9595
23650549	0.9535
23650554	0.9585
23650559	0.9505000000000001
23650577	0.964
23650593	0.9625
23650596	0.9485
23650603	0.835
23650614	0.9585
23650645	0.9440000000000001
23650653	0.75
23650662	0.95
23650665	0.9455
23650686	0.9225
23650800	0.9410000000000001
23650992	0.714
23651068	0.9325
23651074	0.9575
23651076	0.9564999999999999
23651098	0.9505000000000001
23651106	0.9225000000000001
23651173	0.885
23651234	0.935
23651371	0.9564999999999999
23651426	0.9555
23651476	0.9604999999999999
23651478	0.9555
23651489	0.6625
23651548	0.9084999999999999
23651963	0.9455
23652016	0.9550000000000001
23652147	0.9325
23652222	0.9339999999999999
23652262	0.9515
23652285	0.9199999999999999
23652315	0.919
23652355	0.8290000000000001
23652787	0.8785
23652845	0.881
23652922	0.948
23653144	0.9435
23653537	0.9144999999999999
23653726	0.9490000000000001
23653743	0.9470000000000001
23653883	0.9555
23653982	0.8825000000000001
23654067	0.9145
23654220	0.9380000000000001
23654660	0.9099999999999999
23654684	0.9304999999999999
23655579	0.9444999999999999
23655615	0.8565
23655723	0.9415
23655740	0.728
23655770	0.9375
23655808	0.9165
23655931	0.9425
23655973	0.9359999999999999
23656245	0.9359999999999999
23656357	0.9359999999999999
23656543	0.943
23656569	0.944
23656862	0.9245000000000001
23656968	0.9179999999999999
23657580	0.9590000000000001
23657602	0.9555
23658475	0.921
23658486	0.9625
23658500	0.9624999999999999
23658531	0.9565
23658618	0.9445
23658652	0.955
23658658	0.962
23658697	0.9585
23659024	0.9455
23659126	0.956
23659439	0.7925
23659580	0.8865000000000001
23659630	0.5415000000000001
23659939	0.8284999999999999
23660310	0.9404999999999999
23660396	0.9610000000000001
23660548	0.9565
23660898	0.9259999999999999
23660941	0.9430000000000001
23661087	0.9465
23661102	0.513
23661711	0.9390000000000001
23661733	0.5725
23661893	0.7909999999999999
23662015	0.8855000000000001
23662119	0.923
23662150	0.947
23662586	0.8200000000000001
23662684	0.881
23663575	0.9425
23663733	0.919
23664271	0.9465
23664380	0.9525
23664466	0.9284999999999999
23664563	0.865
23664621	0.9255
23664821	0.8719999999999999
23665198	0.9215
23665220	0.9339999999999999
23665307	0.9490000000000001
23665396	0.9530000000000001
23665984	0.941
23666682	0.8905
23666712	0.8604999999999999
23667498	0.9405000000000001
23667791	0.9530000000000001
23668229	0.95
23668292	0.9219999999999999
23668425	0.9495
23668466	0.9359999999999999
23668535	0.9504999999999999
23668726	0.9630000000000001
23668935	0.957
23669226	0.942
23669378	0.9615
23669387	0.9605000000000001
23669410	0.7515
23669461	0.9535
23669566	0.9510000000000001
23669610	0.9535
23670359	0.9535
23670735	0.528
23671049	0.9510000000000001
23671131	0.9575
23671223	0.9525
23671342	0.9465
23671367	0.8945
23671485	0.5579999999999999
23671486	0.69
23671609	0.957
23671623	0.958
23672281	0.9570000000000001
23672302	0.96
23672692	0.9585
23673025	0.9690000000000001
23673047	0.966
23673072	0.9610000000000001
23673158	0.9675
23673387	0.966
23673420	0.962
23673457	0.9555
23673565	0.962
23673576	0.9545
23673595	0.9175
23673640	0.9555
23673667	0.963
23673700	0.964
23673743	0.9584999999999999
23673786	0.9525
23673914	0.9255
23673977	0.8714999999999999
23674090	0.9345000000000001
23674114	0.7645
23674144	0.31599999999999995
23674235	0.21500000000000002
23674265	0.056
23674331	0.037500000000000006
23674372	0.0305
23674401	0.0315
23674416	0.0275
23674440	0.030500000000000003
23674470	0.031000000000000003
23674505	0.027
23674520	0.021500000000000002
23674532	0.027999999999999997
23674545	0.0265
23674577	0.0265
23674604	0.029
23674609	0.0305
23674633	0.031
23674706	0.054
23674725	0.14
23674729	0.0345
23674739	0.032
23674821	0.048
23674883	0.369
23674895	0.31100000000000005
23675013	0.4855
23675022	0.4665
23675029	0.5714999999999999
23675050	0.48750000000000004
23675066	0.259
23675074	0.3105
23675190	0.47750000000000004
23675197	0.0805
23675234	0.8734999999999999
23675241	0.819
23675255	0.932
23675286	0.9039999999999999
23675304	0.716
23675321	0.9490000000000001
23675357	0.8085
23675381	0.903
23675389	0.9465
23675396	0.941
23675413	0.933
23675458	0.9495
23675466	0.9095
23675561	0.8634999999999999
23675879	0.9444999999999999
23675928	0.9145
23675955	0.831
23676028	0.9425
23676074	0.9195
23676340	0.9430000000000001
23676370	0.9510000000000001
23676434	0.9564999999999999
23676448	0.9575
23676799	0.9580000000000001
23676829	0.9475
23676846	0.9335
23676859	0.9415
23676899	0.9550000000000001
23676940	0.956
23676944	0.944
23677454	0.9105
23677576	0.915
23677602	0.9550000000000001
23677618	0.964
23677628	0.968
23677954	0.9675
23678175	0.9710000000000001
23678177	0.972
23678274	0.972
23678372	0.966
23678820	0.963
23678853	0.9595
23678900	0.7204999999999999
23678924	0.933
23678939	0.9480000000000001
23678972	0.8360000000000001
23679027	0.965
23679029	0.9610000000000001
23679039	0.947
23679072	0.9465000000000001
23679097	0.9495
23679117	0.8625
23679128	0.875
23679157	0.9510000000000001
23679161	0.9440000000000001
23679173	0.9235
23679193	0.9550000000000001
23679217	0.9315
23679225	0.9225
23679232	0.9535
23679257	0.956
23679279	0.933
23679295	0.8955
23679474	0.9390000000000001
23679569	0.944
23679650	0.8634999999999999
23679696	0.7855000000000001
23679762	0.9265
23679918	0.8305
23679932	0.8135000000000001
23680119	0.952
23680162	0.9215
23680190	0.8835
23680214	0.9544999999999999
23680375	0.9570000000000001
23680377	0.9504999999999999
23680454	0.9555
23680497	0.958
23680542	0.8785000000000001
23680622	0.959
23680632	0.956
23680670	0.9359999999999999
23680732	0.7505
23680778	0.549
23681010	0.922
23681015	0.8995
23681122	0.7865
23681157	0.9344999999999999
23681236	0.4785
23681261	0.919
23681383	0.9444999999999999
23681422	0.919
23681509	0.7475
23681708	0.9179999999999999
23681825	0.47450000000000003
23681917	0.49250000000000005
23681957	0.8905000000000001
23682010	0.8505
23682037	0.942
23682174	0.812
23682236	0.8674999999999999
23682246	0.9139999999999999
23682447	0.73
23682627	0.932
23682924	0.9444999999999999
23682957	0.952
23683022	0.7745
23683071	0.907
23683096	0.9255
23683149	0.9480000000000001
23683153	0.9430000000000001
23683161	0.758
23683202	0.9095
23683236	0.9085000000000001
23683344	0.87
23683445	0.887
23683452	0.965
23683454	0.9625
23683519	0.9544999999999999
23683524	0.931
23683536	0.962
23683548	0.9625
23683568	0.952
23683681	0.8755
23683701	0.9265
23683815	0.7755000000000001
23683878	0.947
23683902	0.8795000000000001
23683949	0.815
23683976	0.9515
23684122	0.962
23684124	0.956
23684170	0.9485
23684234	0.9145
23684471	0.9325
23684507	0.8995
23684537	0.9099999999999999
23684559	0.9575
23684571	0.9490000000000001
23684590	0.9590000000000001
