window_start	window_end	window_mid	pwsdel_retained_maternal_mean	n_pwsdel_samples	asdel_retained_paternal_mean	n_asdel_samples	reciprocal_delta	reciprocal_delta_smoothed	abs_reciprocal_delta_smoothed	boundary_threshold	delta_state	pwsdel_retained_maternal_mean_smoothed	asdel_retained_paternal_mean_smoothed	panel_label
19576000	19577000	19576500	0.8892934053478904	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.868407475490196	NaN	shared methylation scaffold
19577000	19578000	19577500	0.9279074745400444	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8667343131712832	NaN	shared methylation scaffold
19578000	19579000	19578500	0.9144474692361272	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19579000	19580000	19579500	0.8815163605051664	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19580000	19581000	19580500	0.8974669265978463	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8667343131712832	NaN	shared methylation scaffold
19581000	19582000	19581500	0.8717353846153847	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19582000	19583000	19582500	0.8637628024391842	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8606041816439013	NaN	shared methylation scaffold
19583000	19584000	19583500	0.7519121547716707	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8606041816439013	NaN	shared methylation scaffold
19584000	19585000	19584500	0.8481057692307692	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19585000	19586000	19585500	0.8483035714285714	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8667343131712832	NaN	shared methylation scaffold
19586000	19587000	19586500	0.9162867532467532	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8667343131712832	NaN	shared methylation scaffold
19587000	19588000	19587500	0.9036339962121211	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19588000	19589000	19588500	0.905971064908887	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8637628024391842	NaN	shared methylation scaffold
19589000	19590000	19589500	0.868407475490196	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8606041816439013	NaN	shared methylation scaffold
19590000	19591000	19590500	0.8461049408783784	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8565727699530516	NaN	shared methylation scaffold
19591000	19592000	19591500	0.7985106177606176	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8606041816439013	NaN	shared methylation scaffold
19592000	19593000	19592500	0.8606041816439013	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8565727699530516	NaN	shared methylation scaffold
19593000	19594000	19593500	0.811939606741573	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8483035714285714	NaN	shared methylation scaffold
19594000	19595000	19594500	0.8565727699530516	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8483035714285714	NaN	shared methylation scaffold
19595000	19596000	19595500	0.89003	1	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8481057692307692	NaN	shared methylation scaffold
19596000	19597000	19596500	0.7936666666666667	1	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8461049408783784	NaN	shared methylation scaffold
19597000	19598000	19597500	0.7789684210526316	1	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8461049408783784	NaN	shared methylation scaffold
19598000	19599000	19598500	0.7395745614035087	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8461049408783784	NaN	shared methylation scaffold
19599000	19600000	19599500	0.93335	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8461049408783784	NaN	shared methylation scaffold
19600000	19601000	19600500	0.9652777777777778	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.815338560819093	NaN	shared methylation scaffold
19601000	19602000	19601500	0.8035714285714286	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.815338560819093	NaN	shared methylation scaffold
19602000	19603000	19602500	0.7033539325842697	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.815338560819093	NaN	shared methylation scaffold
19603000	19604000	19603500	0.6130238095238096	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.815338560819093	NaN	shared methylation scaffold
19604000	19605000	19604500	0.7793313008130082	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8146532705573297	NaN	shared methylation scaffold
19605000	19606000	19605500	0.746594696969697	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8139679802955665	NaN	shared methylation scaffold
19606000	19607000	19606500	0.9060020325203252	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8129537935185698	NaN	shared methylation scaffold
19607000	19608000	19607500	0.6768908045977011	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8139679802955665	NaN	shared methylation scaffold
19608000	19609000	19608500	0.7467040541428478	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8129537935185698	NaN	shared methylation scaffold
19609000	19610000	19609500	0.898809542902967	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8139679802955665	NaN	shared methylation scaffold
19610000	19611000	19610500	0.815338560819093	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8087697044334976	NaN	shared methylation scaffold
19611000	19612000	19611500	0.6252190675433353	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8035714285714286	NaN	shared methylation scaffold
19612000	19613000	19612500	0.9059429223744292	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8087697044334976	0.790963655244029	shared methylation scaffold
19613000	19614000	19613500	0.8921957671957672	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8139679802955665	0.7407777777777776	shared methylation scaffold
19614000	19615000	19614500	0.7716843220338983	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8146532705573297	0.790963655244029	shared methylation scaffold
19615000	19616000	19615500	0.8139679802955665	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8139679802955665	0.7407777777777776	shared methylation scaffold
19616000	19617000	19616500	0.8203605442176871	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.8035714285714286	0.7273888888888889	shared methylation scaffold
19617000	19618000	19617500	0.889875	2	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.7793313008130082	0.714	shared methylation scaffold
19618000	19619000	19618500	1.0	1	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.7793313008130082	0.6965679012345679	shared methylation scaffold
19619000	19620000	19619500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.7793313008130082	0.7076538461538461	shared methylation scaffold
19620000	19621000	19620500	NaN	0	NaN	0	NaN	NaN	NaN	0.1	low_delta	0.7716843220338983	0.6933948243114909	shared methylation scaffold
19621000	19622000	19621500	NaN	0	NaN	0	NaN	0.050013986013986	0.050013986013986	0.1	low_delta	0.7874567307692306	0.6791358024691359	shared methylation scaffold
19622000	19623000	19622500	NaN	0	0.591619718309859	1	NaN	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7874567307692306	0.6933948243114909	shared methylation scaffold
19623000	19624000	19623500	NaN	0	0.9142857142857144	1	NaN	0.04203376556016595	0.0420337655601659	0.1	low_delta	0.7874567307692306	0.7076538461538461	shared methylation scaffold
19624000	19625000	19624500	NaN	0	0.8411495327102804	1	NaN	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7874567307692306	0.6933948243114909	shared methylation scaffold
19625000	19626000	19625500	NaN	0	0.5193269230769231	1	NaN	0.04203376556016595	0.0420337655601659	0.1	low_delta	0.7716843220338983	0.6886190476190475	shared methylation scaffold
19626000	19627000	19626500	NaN	0	0.7407777777777776	1	NaN	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716843220338983	0.6981364468864468	shared methylation scaffold
19627000	19628000	19627500	NaN	0	0.972972972972973	1	NaN	0.056047751574151955	0.0560477515741519	0.1	low_delta	0.7874567307692306	0.7076538461538461	shared methylation scaffold
19628000	19629000	19628500	NaN	0	0.4444444444444444	1	NaN	0.064027972027972	0.064027972027972	0.1	low_delta	0.7874567307692306	0.7108269230769231	shared methylation scaffold
19629000	19630000	19629500	NaN	0	0.8461923076923077	1	NaN	0.056047751574151955	0.0560477515741519	0.1	low_delta	0.7874567307692306	0.714	shared methylation scaffold
19630000	19631000	19630500	NaN	0	0.3903658536585365	1	NaN	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.8139679802955665	0.7273888888888889	shared methylation scaffold
19631000	19632000	19631500	0.75	1	0.714	1	0.036	0.056047751574151955	0.0560477515741519	0.1	low_delta	0.7874567307692306	0.714	shared methylation scaffold
19632000	19633000	19632500	0.6800897435897435	2	0.6791358024691359	1	0.0009539411206076	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7721645569620252	0.7273888888888889	shared methylation scaffold
19633000	19634000	19633500	0.7543318713450292	2	0.5739444444444445	1	0.1803874269005847	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7719231875719217	0.7273888888888889	shared methylation scaffold
19634000	19635000	19634500	0.7716818181818181	2	0.7076538461538461	1	0.064027972027972	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7273888888888889	shared methylation scaffold
19635000	19636000	19635500	0.6640692194403535	2	0.6788271604938272	1	-0.0147579410534737	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7273888888888889	shared methylation scaffold
19636000	19637000	19636500	0.7874567307692306	2	0.5392134831460673	1	0.2482432476231633	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7273888888888889	shared methylation scaffold
19637000	19638000	19637500	0.878667531120332	2	0.8306000000000001	1	0.0480675311203319	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7273888888888889	shared methylation scaffold
19638000	19639000	19638500	0.7665	2	0.8163846153846154	1	-0.0498846153846154	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7407777777777776	shared methylation scaffold
19639000	19640000	19639500	0.731125	2	0.647736842105263	1	0.0833881578947369	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7716818181818181	0.7407777777777776	shared methylation scaffold
19640000	19641000	19640500	0.708275	2	0.6886190476190475	1	0.0196559523809525	0.04508489150936735	0.0450848915093674	0.1	low_delta	0.7719231875719217	0.7407777777777776	shared methylation scaffold
19641000	19642000	19641500	0.882913670776552	2	0.8057619047619047	1	0.0771517660146473	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7721645569620252	0.7491971326164875	shared methylation scaffold
19642000	19643000	19642500	0.9695610294117648	2	0.8191999999999999	1	0.1503610294117647	0.04508489150936735	0.0450848915093674	0.1	low_delta	0.7798106438656279	0.7801843971631206	shared methylation scaffold
19643000	19644000	19643500	0.8596782584884994	2	0.7491971326164875	1	0.1104811258720119	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7721645569620252	0.7491971326164875	shared methylation scaffold
19644000	19645000	19644500	0.8982839860314293	2	0.8642579185520364	1	0.0340260674793929	0.04508489150936735	0.0450848915093674	0.1	low_delta	0.7798106438656279	0.7801843971631206	shared methylation scaffold
19645000	19646000	19645500	0.9017338308457712	2	0.8596315789473683	1	0.0421022518984028	0.04508489150936735	0.0450848915093674	0.1	low_delta	0.7798106438656279	0.764690764889804	shared methylation scaffold
19646000	19647000	19646500	0.6111388888888888	1	0.4827586206896552	1	0.1283802681992336	0.0421022518984028	0.0421022518984028	0.1	low_delta	0.7721645569620252	0.764690764889804	shared methylation scaffold
19647000	19648000	19647500	0.7721645569620252	1	0.7916666666666666	1	-0.0195021097046413	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.7874567307692306	0.7859255319148937	shared methylation scaffold
19648000	19649000	19648500	NaN	0	NaN	0	NaN	0.064027972027972	0.064027972027972	0.1	low_delta	0.7973623751387346	0.7929142156862745	shared methylation scaffold
19649000	19650000	19649500	NaN	0	NaN	0	NaN	0.064027972027972	0.064027972027972	0.1	low_delta	0.8016136322216147	0.7929142156862745	shared methylation scaffold
19650000	19651000	19650500	NaN	0	NaN	0	NaN	0.0480675311203319	0.0480675311203319	0.1	low_delta	0.8016136322216147	0.7929142156862745	shared methylation scaffold
19651000	19652000	19651500	NaN	0	NaN	0	NaN	0.0642767139479906	0.0642767139479906	0.1	low_delta	0.8016136322216147	0.7929142156862745	shared methylation scaffold
19652000	19653000	19652500	NaN	0	NaN	0	NaN	0.0642767139479906	0.0642767139479906	0.1	low_delta	0.8016136322216147	0.7929142156862745	shared methylation scaffold
19653000	19654000	19653500	NaN	0	NaN	0	NaN	0.06554614385924121	0.0655461438592412	0.1	low_delta	0.7994880036801747	0.7916666666666666	shared methylation scaffold
19654000	19655000	19654500	NaN	0	0.8333333333333334	1	NaN	0.06554614385924121	0.0655461438592412	0.1	low_delta	0.7994880036801747	0.7801843971631206	shared methylation scaffold
19655000	19656000	19655500	0.8685858585858586	1	0.9204090909090908	1	-0.0518232323232322	0.053189482923196696	0.0531894829231967	0.1	low_delta	0.7994880036801747	0.7801843971631206	shared methylation scaffold
19656000	19657000	19656500	0.8444611111111112	1	0.7801843971631206	1	0.0642767139479906	0.053189482923196696	0.0531894829231967	0.1	low_delta	0.823037371666363	0.7916666666666666	shared methylation scaffold
19657000	19658000	19657500	0.8806352201257861	1	0.8476	1	0.033035220125786	0.0421022518984028	0.0421022518984028	0.1	low_delta	0.7994880036801747	0.7859255319148937	shared methylation scaffold
19658000	19659000	19658500	0.6917000000000001	1	0.4714999999999999	1	0.2202000000000001	0.03806415968889785	0.0380641596888979	0.1	low_delta	0.7911204529020264	0.7801843971631206	shared methylation scaffold
19659000	19660000	19659500	0.7973623751387346	2	0.89275	1	-0.0953876248612654	0.0340260674793929	0.0340260674793929	0.1	low_delta	0.7911204529020264	0.7859255319148937	shared methylation scaffold
19660000	19661000	19660500	NaN	0	NaN	0	NaN	0.0375687360120944	0.0375687360120944	0.1	low_delta	0.7911204529020264	0.7801843971631206	shared methylation scaffold
19661000	19662000	19661500	0.672098746867168	2	0.745	1	-0.072901253132832	0.033035220125786	0.033035220125786	0.1	low_delta	0.7911204529020264	0.7625921985815602	shared methylation scaffold
19662000	19663000	19662500	0.8856010009099181	2	0.7941617647058824	1	0.0914392362040357	0.02641221790603015	0.0264122179060302	0.1	low_delta	0.7911204529020264	0.7801843971631206	shared methylation scaffold
19663000	19664000	19663500	0.97486560880829	2	0.877530612244898	1	0.097334996563392	0.033035220125786	0.033035220125786	0.1	low_delta	0.7994880036801747	0.7625921985815602	shared methylation scaffold
19664000	19665000	19664500	0.8016136322216147	2	0.6866567164179105	1	0.1149569158037042	0.033035220125786	0.033035220125786	0.1	low_delta	0.7973623751387346	0.7625921985815602	shared methylation scaffold
19665000	19666000	19665500	0.7156317401960784	2	0.7222222222222221	1	-0.0065904820261436	0.033035220125786	0.033035220125786	0.1	low_delta	0.7911204529020264	0.7625921985815602	shared methylation scaffold
19666000	19667000	19666500	0.3835655737704918	2	0.31675	1	0.0668155737704918	0.033035220125786	0.033035220125786	0.1	low_delta	0.7848785306653181	0.7625921985815602	shared methylation scaffold
19667000	19668000	19667500	0.5638939075630253	2	0.3636363636363636	1	0.2002575439266616	0.033035220125786	0.033035220125786	0.1	low_delta	0.7847671162098521	0.7625921985815602	shared methylation scaffold
19668000	19669000	19668500	NaN	0	NaN	0	NaN	0.033035220125786	0.033035220125786	0.1	low_delta	0.7848785306653181	0.7625921985815602	shared methylation scaffold
19669000	19670000	19669500	0.5118792054402291	2	0.7265652173913043	1	-0.2146860119510751	0.033035220125786	0.033035220125786	0.1	low_delta	0.790338576926862	0.7625921985815602	shared methylation scaffold
19670000	19671000	19670500	0.7251843734822729	2	0.737177966101695	1	-0.011993592619422	0.033035220125786	0.033035220125786	0.1	low_delta	0.7957986231884059	0.745	shared methylation scaffold
19671000	19672000	19671500	0.9318333333333332	2	0.912044117647059	1	0.0197892156862743	0.0486559670368883	0.0486559670368883	0.1	low_delta	0.7957986231884059	0.7410889830508475	shared methylation scaffold
19672000	19673000	19672500	0.7182381553631554	2	NaN	0	NaN	0.033035220125786	0.033035220125786	0.1	low_delta	0.7957986231884059	0.737177966101695	shared methylation scaffold
19673000	19674000	19673500	0.7848785306653181	2	NaN	0	NaN	0.04330239472838305	0.0433023947283831	0.1	low_delta	0.7898908045977011	0.7318715917464996	shared methylation scaffold
19674000	19675000	19674500	0.85064039408867	2	NaN	0	NaN	0.0197892156862743	0.0197892156862743	0.1	low_delta	0.7898908045977011	0.737177966101695	shared methylation scaffold
19675000	19676000	19675500	0.8099923728813558	2	NaN	0	NaN	0.04330239472838305	0.0433023947283831	0.1	low_delta	0.7898908045977011	0.7318715917464996	shared methylation scaffold
19676000	19677000	19676500	0.8131979187714691	2	NaN	0	NaN	0.04330239472838305	0.0433023947283831	0.1	low_delta	0.7873846676315096	0.7318715917464996	shared methylation scaffold
19677000	19678000	19677500	0.6005396174863389	2	NaN	0	NaN	0.04330239472838305	0.0433023947283831	0.1	low_delta	0.7928447138930534	0.7318715917464996	shared methylation scaffold
19678000	19679000	19678500	0.8456270270270271	2	NaN	0	NaN	0.00659936683006535	0.0065993668300653	0.1	low_delta	0.7928447138930534	0.7318715917464996	shared methylation scaffold
19679000	19680000	19679500	0.6058489583333333	2	NaN	0	NaN	-0.0092920373227828	0.0092920373227828	0.1	low_delta	0.7928447138930534	0.7318715917464996	shared methylation scaffold
19680000	19681000	19680500	0.5688170163170163	2	NaN	0	NaN	-0.0092920373227828	0.0092920373227828	0.1	low_delta	0.7928447138930534	0.7435889830508475	shared methylation scaffold
19681000	19682000	19681500	0.6736666666666666	2	NaN	0	NaN	-0.011993592619422	0.011993592619422	0.1	low_delta	0.7957986231884059	0.75	shared methylation scaffold
19682000	19683000	19682500	0.784655701754386	2	NaN	0	NaN	-0.011993592619422	0.011993592619422	0.1	low_delta	0.7957986231884059	0.75	shared methylation scaffold
19683000	19684000	19683500	0.939006289308176	2	NaN	0	NaN	-0.0324411764705881	0.0324411764705881	0.1	low_delta	0.7957986231884059	0.8	shared methylation scaffold
19684000	19685000	19684500	0.7957986231884059	2	NaN	0	NaN	-0.0417844908078173	0.0417844908078173	0.1	low_delta	0.8028954980348808	0.8264705882352941	shared methylation scaffold
19685000	19686000	19685500	0.9580856120918426	2	NaN	0	NaN	-0.0417844908078173	0.0417844908078173	0.1	low_delta	0.8028954980348808	0.8264705882352941	shared methylation scaffold
19686000	19687000	19686500	0.8303333333333334	2	NaN	0	NaN	-0.0417844908078173	0.0417844908078173	0.1	low_delta	0.8100285164980079	0.868120588235294	shared methylation scaffold
19687000	19688000	19687500	0.8501740445089502	2	NaN	0	NaN	-0.0417844908078173	0.0417844908078173	0.1	low_delta	0.8028954980348808	0.8264705882352941	shared methylation scaffold
19688000	19689000	19688500	0.7898908045977011	2	NaN	0	NaN	-0.0324411764705881	0.0324411764705881	0.1	low_delta	0.8100285164980079	0.8	shared methylation scaffold
19689000	19690000	19689500	0.5293715909090908	2	NaN	0	NaN	-0.03759375108067905	0.0375937510806791	0.1	low_delta	0.8116312894430645	0.8264705882352941	shared methylation scaffold
19690000	19691000	19690500	0.8100646601146599	2	NaN	0	NaN	-0.0324411764705881	0.0324411764705881	0.1	low_delta	0.8116312894430645	0.8529411764705882	shared methylation scaffold
19691000	19692000	19691500	0.6499999999999999	2	NaN	0	NaN	-0.03759375108067905	0.0375937510806791	0.1	low_delta	0.8168489593857345	0.8550420168067226	shared methylation scaffold
19692000	19693000	19692500	0.8205	2	0.8529411764705882	1	-0.0324411764705881	-0.04274632569077	0.04274632569077	0.1	low_delta	0.81528233005733	0.8536585365853658	shared methylation scaffold
19693000	19694000	19693500	0.8704000000000001	2	1.0	1	-0.1295999999999999	-0.03759375108067905	0.0375937510806791	0.1	low_delta	0.81528233005733	0.853299856527977	shared methylation scaffold
19694000	19695000	19694500	0.8699103535353536	2	0.9383333333333332	1	-0.0684229797979796	-0.0324411764705881	0.0324411764705881	0.1	low_delta	0.81528233005733	0.8529411764705882	shared methylation scaffold
19695000	19696000	19695500	0.9027500000000002	2	0.75	1	0.1527500000000001	-0.03759375108067905	0.0375937510806791	0.1	low_delta	0.81528233005733	0.8306372549019607	shared methylation scaffold
19696000	19697000	19696500	NaN	0	NaN	0	NaN	-0.04274632569077	0.04274632569077	0.1	low_delta	0.823	0.8529411764705882	shared methylation scaffold
19697000	19698000	19697500	0.7500864551083591	2	0.3870967741935484	1	0.3629896809148107	-0.04274632569077	0.04274632569077	0.1	low_delta	0.8255	0.8529411764705882	shared methylation scaffold
19698000	19699000	19698500	0.7488721948549535	2	0.8	1	-0.0511278051450465	-0.04693706541790825	0.0469370654179083	0.1	low_delta	0.8255	0.8479705882352941	shared methylation scaffold
19699000	19700000	19699500	0.884340828216029	2	0.9375	1	-0.053159171783971	-0.04274632569077	0.04274632569077	0.1	low_delta	0.8205	0.8430000000000001	shared methylation scaffold
19700000	19701000	19700500	0.072841059602649	1	0.2223333333333333	1	-0.1494922737306843	-0.04693706541790825	0.0469370654179083	0.1	low_delta	0.8255	0.8479705882352941	shared methylation scaffold
19701000	19702000	19701500	0.8885929793506113	2	0.8833	1	0.0052929793506113	-0.0511278051450465	0.0511278051450465	0.1	low_delta	0.8205	0.8529411764705882	shared methylation scaffold
19702000	19703000	19702500	0.6240331466763006	2	0.5263157894736842	1	0.0977173572026164	-0.04693706541790825	0.0469370654179083	0.1	low_delta	0.8205	0.853299856527977	shared methylation scaffold
19703000	19704000	19703500	0.8587149523987305	2	0.7407407407407407	1	0.1179742116579898	-0.04274632569077	0.04274632569077	0.1	low_delta	0.8205	0.8529411764705882	shared methylation scaffold
19704000	19705000	19704500	0.95725367430923	2	1.0	1	-0.04274632569077	-0.039466944315677	0.039466944315677	0.1	low_delta	0.8255	0.853299856527977	shared methylation scaffold
19705000	19706000	19705500	0.8461048565121412	2	0.8571428571428571	1	-0.0110380006307159	-0.036187562940584	0.036187562940584	0.1	low_delta	0.8255	0.8529411764705882	shared methylation scaffold
19706000	19707000	19706500	0.8543404952208304	2	0.9090909090909092	1	-0.0547504138700786	-0.039466944315677	0.039466944315677	0.1	low_delta	0.8255	0.8479705882352941	shared methylation scaffold
19707000	19708000	19707500	0.7762110778443114	2	0.8536585365853658	1	-0.0774474587410544	-0.04274632569077	0.04274632569077	0.1	low_delta	0.8255	0.8430000000000001	shared methylation scaffold
19708000	19709000	19708500	0.7385230769230771	2	0.6363863636363636	1	0.1021367132867134	-0.0511278051450465	0.0511278051450465	0.1	low_delta	0.8255	0.8430000000000001	shared methylation scaffold
19709000	19710000	19709500	0.8255	2	0.5357321428571428	1	0.2897678571428572	-0.04274632569077	0.04274632569077	0.1	low_delta	0.8255	0.8430000000000001	shared methylation scaffold
19710000	19711000	19710500	0.6690843373493977	2	0.8083333333333333	1	-0.1392489959839357	-0.036187562940584	0.036187562940584	0.1	low_delta	0.8255	0.8430000000000001	shared methylation scaffold
19711000	19712000	19711500	0.8404821787414067	2	0.9780109890109888	1	-0.1375288102695822	-0.036187562940584	0.036187562940584	0.1	low_delta	0.8255	0.8530000000000001	shared methylation scaffold
19712000	19713000	19712500	NaN	0	NaN	0	NaN	-0.0309667804337507	0.0309667804337507	0.1	low_delta	0.8329910893707033	0.853329268292683	shared methylation scaffold
19713000	19714000	19713500	0.6688549222797928	2	0.8430000000000001	1	-0.1741450777202072	-0.039466944315677	0.039466944315677	0.1	low_delta	0.8423439119513485	0.8554006968641115	shared methylation scaffold
19714000	19715000	19714500	0.7607242647058824	2	0.7197289719626168	1	0.0409952927432656	-0.039466944315677	0.039466944315677	0.1	low_delta	0.8423439119513485	0.8554006968641115	shared methylation scaffold
19715000	19716000	19715500	0.8442056451612903	2	0.9229999999999998	1	-0.0787943548387095	-0.0309667804337507	0.0309667804337507	0.1	low_delta	0.8329910893707033	0.853329268292683	shared methylation scaffold
19716000	19717000	19716500	0.710765406162465	2	0.9474285714285714	1	-0.2366631652661064	-0.0309667804337507	0.0309667804337507	0.1	low_delta	0.8423439119513485	0.8554006968641115	shared methylation scaffold
19717000	19718000	19717500	0.901562437059416	2	0.93775	1	-0.036187562940584	-0.03833905166825875	0.0383390516682587	0.1	low_delta	0.8423439119513485	0.8554006968641115	shared methylation scaffold
19718000	19719000	19718500	0.9275124912648498	2	0.8001529411764705	1	0.1273595500883793	-0.03833905166825875	0.0383390516682587	0.1	low_delta	0.8423439119513485	0.8554006968641115	shared methylation scaffold
19719000	19720000	19719500	0.8976015075376884	2	0.905	1	-0.0073984924623115	-0.04161843304335175	0.0416184330433518	0.1	low_delta	0.8329910893707033	0.8554006968641115	shared methylation scaffold
19720000	19721000	19720500	0.8141928953399541	2	0.7893333333333334	1	0.0248595620066206	-0.04412555676996755	0.0441255567699676	0.1	low_delta	0.819846447669977	0.853329268292683	shared methylation scaffold
19721000	19722000	19721500	0.6337278020378457	2	0.7400813008130082	1	-0.1063534987751624	-0.0492921164788855	0.0492921164788855	0.1	low_delta	0.7964578934531096	0.8510174418604651	shared methylation scaffold
19722000	19723000	19722500	0.6508818181818182	2	0.7841151079136691	1	-0.1332332897318509	-0.04412555676996755	0.0441255567699676	0.1	low_delta	0.7947589291288024	0.8460174418604651	shared methylation scaffold
19723000	19724000	19723500	0.7787228915662651	2	0.8530000000000001	1	-0.074277108433735	-0.03833905166825875	0.0383390516682587	0.1	low_delta	0.7947589291288024	0.8322142857142858	shared methylation scaffold
19724000	19725000	19724500	0.8984919013360739	2	0.8881428571428571	1	0.0103490441932168	-0.04412555676996755	0.0441255567699676	0.1	low_delta	0.7947589291288024	0.8460174418604651	shared methylation scaffold
19725000	19726000	19725500	0.9644729822749956	2	0.972509433962264	1	-0.0080364516872684	-0.04412555676996755	0.0441255567699676	0.1	low_delta	0.7946443345200227	0.8460174418604651	shared methylation scaffold
19726000	19727000	19726500	0.9607055786496592	2	0.9864515765765768	1	-0.0257459979269174	-0.03833905166825875	0.0383390516682587	0.1	low_delta	0.8106803720825599	0.8460174418604651	shared methylation scaffold
19727000	19728000	19727500	0.981784232352854	2	0.9914017241379308	1	-0.0096174917850768	-0.0309667804337507	0.0309667804337507	0.1	low_delta	0.8106803720825599	0.8460174418604651	shared methylation scaffold
19728000	19729000	19728500	0.927696888131436	2	0.9785205479452056	1	-0.0508236598137694	-0.0328489526919615	0.0328489526919615	0.1	low_delta	0.8105657774737803	0.8430000000000001	shared methylation scaffold
19729000	19730000	19729500	0.7124706959706959	2	0.8490348837209302	1	-0.1365641877502342	-0.0257459979269174	0.0257459979269174	0.1	low_delta	0.8105657774737803	0.8228481012658228	shared methylation scaffold
19730000	19731000	19730500	0.6932129310344828	2	0.5434782608695652	1	0.1497346701649176	-0.02929747530943945	0.0292974753094394	0.1	low_delta	0.8105657774737803	0.8359414924933765	shared methylation scaffold
19731000	19732000	19731500	0.8649894596040664	2	0.90548	1	-0.0404905403959335	-0.02929747530943945	0.0292974753094394	0.1	low_delta	0.8099012531328321	0.8359414924933765	shared methylation scaffold
19732000	19733000	19732500	0.870854811471383	2	0.9186153846153846	1	-0.0477605731440016	-0.02011801451986655	0.0201180145198666	0.1	low_delta	0.8105657774737803	0.8359414924933765	shared methylation scaffold
19733000	19734000	19733500	0.6791682242990655	1	0.6929448818897637	1	-0.0137766575906981	-0.0144900311128157	0.0144900311128157	0.1	low_delta	0.8102335153033062	0.8228481012658228	shared methylation scaffold
19734000	19735000	19734500	0.5147305389221557	1	0.8214285714285714	1	-0.3066980325064157	-0.0257459979269174	0.0257459979269174	0.1	low_delta	0.8102335153033062	0.8490348837209302	shared methylation scaffold
