sample	window_start	window_end	window_mid	control_maternal	control_paternal
017C	19723000	19724000	19723500	0.7882588235294117	0.7655
017C	19724000	19725000	19724500	0.8912709923664123	0.8669421487603306
017C	19725000	19726000	19725500	0.9187205692108666	0.9235006493506493
017C	19726000	19727000	19726500	0.927881329113924	0.9029628967367008
017C	19727000	19728000	19727500	0.8986236203090507	0.841257846153846
017C	19728000	19729000	19728500	0.8938543209876543	0.8954234848484849
017C	19729000	19730000	19729500	0.733511111111111	0.6529752066115703
017C	19730000	19731000	19730500	0.6233766233766234	0.5783039215686274
017C	19731000	19732000	19731500	0.8748963855421686	0.8640416666666667
017C	19732000	19733000	19732500	0.941153846153846	0.9213273542600897
017C	19733000	19734000	19733500	0.6906949152542372	0.6048601398601399
017C	19734000	19735000	19734500	0.576	0.6169858156028369
017C	19735000	19736000	19735500	0.7599199999999999	0.8308571428571427
017C	19736000	19737000	19736500	0.8020436241610739	0.852900900900901
017C	19737000	19738000	19737500	0.675	0.7895473684210527
017C	19738000	19739000	19738500	0.8581851851851853	0.892733644859813
017C	19739000	19740000	19739500	0.6961999999999999	0.8201428571428572
017C	19740000	19741000	19740500	0.6670222222222222	0.5705185185185186
017C	19741000	19742000	19741500	0.853951219512195	0.8097074829931973
017C	19742000	19743000	19742500	0.7736108597285066	0.8499411764705883
017C	19743000	19744000	19743500	0.8154307692307692	0.7125977011494253
017C	19744000	19745000	19744500	0.5305153061224489	0.4190135135135135
017C	19745000	19746000	19745500	0.7693333333333333	0.6546666666666667
017C	19746000	19747000	19746500	0.7112222222222221	0.9645050505050505
017C	19747000	19748000	19747500	0.8581081081081081	0.9595232558139534
017C	19748000	19749000	19748500	NaN	NaN
017C	19749000	19750000	19749500	0.909	0.8946917293233083
017C	19750000	19751000	19750500	0.8625	0.9705407407407407
017C	19751000	19752000	19751500	0.43912837837837837	0.9295915492957747
017C	19752000	19753000	19752500	0.8854000000000001	0.9682000000000002
017C	19753000	19754000	19753500	0.815514563106796	0.6867582417582417
017C	19754000	19755000	19754500	0.8201322751322753	0.8921976047904192
017C	19755000	19756000	19755500	0.9047142857142857	0.8976931818181818
017C	19756000	19757000	19756500	0.9610631067961164	0.9948762886597938
017C	19757000	19758000	19757500	0.8228481012658228	0.8667333333333334
017C	19758000	19759000	19758500	0.6666666666666666	0.8983050847457628
017C	19759000	19760000	19759500	0.6471176470588235	0.7878787878787878
017C	19760000	19761000	19760500	NaN	1.0
017C	19761000	19762000	19761500	NaN	0.9166666666666666
017C	19762000	19763000	19762500	NaN	NaN
017C	19763000	19764000	19763500	NaN	NaN
017C	19764000	19765000	19764500	NaN	NaN
017C	19765000	19766000	19765500	NaN	NaN
017C	19766000	19767000	19766500	NaN	NaN
017C	19767000	19768000	19767500	NaN	NaN
017C	19768000	19769000	19768500	NaN	NaN
017C	19769000	19770000	19769500	NaN	NaN
017C	19770000	19771000	19770500	NaN	NaN
017C	19771000	19772000	19771500	NaN	1.0
017C	19772000	19773000	19772500	NaN	0.9473157894736841
017C	19773000	19774000	19773500	NaN	0.9523333333333333
017C	19774000	19775000	19774500	NaN	0.7857142857142857
017C	19775000	19776000	19775500	0.95	1.0
017C	19776000	19777000	19776500	0.9665999999999999	0.9592244897959185
017C	19777000	19778000	19777500	0.6386666666666667	0.45724285714285723
017C	19778000	19779000	19778500	0.5814186046511628	0.9431363636363636
017C	19779000	19780000	19779500	NaN	NaN
017C	19780000	19781000	19780500	0.9367594936708862	0.9272545454545453
017C	19781000	19782000	19781500	0.8125	1.0
017C	19782000	19783000	19782500	NaN	NaN
017C	19783000	19784000	19783500	0.6785	1.0
017C	19784000	19785000	19784500	0.8636363636363636	0.972936936936937
017C	19785000	19786000	19785500	0.7271363636363636	0.34246575342465746
017C	19786000	19787000	19786500	0.7813509933774834	0.9430673575129533
017C	19787000	19788000	19787500	0.8518333333333332	0.7846538461538461
017C	19788000	19789000	19788500	0.8080118483412322	0.8260516252390057
017C	19789000	19790000	19789500	0.45630370370370377	0.0284228432563791
017C	19790000	19791000	19790500	0.5520593155893537	0.17887945560596244
017C	19791000	19792000	19791500	0.7209938650306748	0.7750677506775068
017C	19792000	19793000	19792500	0.6843157894736843	0.736
017C	19793000	19794000	19793500	0.8181590909090909	0.742376923076923
017C	19794000	19795000	19794500	NaN	NaN
017C	19795000	19796000	19795500	0.8794666666666668	0.8748542274052478
017C	19796000	19797000	19796500	0.6443333333333333	0.6452903225806452
017C	19797000	19798000	19797500	0.7997142857142857	0.6787445255474452
017C	19798000	19799000	19798500	NaN	NaN
017C	19799000	19800000	19799500	0.72008	0.8334333333333332
017C	19800000	19801000	19800500	0.9589968454258675	0.8913624733475478
017C	19801000	19802000	19801500	0.9111111111111111	0.9168235294117646
017C	19802000	19803000	19802500	0.9853868613138685	0.9061316614420062
017C	19803000	19804000	19803500	0.8	0.6864626865671641
017C	19804000	19805000	19804500	NaN	0.5
017C	19805000	19806000	19805500	NaN	0.7114999999999999
017C	19806000	19807000	19806500	0.5357142857142857	0.9835537190082645
017C	19807000	19808000	19807500	NaN	NaN
017C	19808000	19809000	19808500	0.7878787878787878	0.857047619047619
017C	19809000	19810000	19809500	0.41448780487804876	0.7429285714285714
017C	19810000	19811000	19810500	0.5383076923076924	0.691
017C	19811000	19812000	19811500	NaN	NaN
017C	19812000	19813000	19812500	0.7141249999999999	0.6604444444444444
017C	19813000	19814000	19813500	NaN	NaN
017C	19814000	19815000	19814500	0.6595	0.7924384615384615
017C	19815000	19816000	19815500	0.5179285714285714	0.8723023255813953
017C	19816000	19817000	19816500	0.3736666666666666	0.2836268656716418
017C	19817000	19818000	19817500	0.5612589928057554	0.6213157894736842
017C	19818000	19819000	19818500	0.257	0.4794520547945205
017C	19819000	19820000	19819500	NaN	NaN
017C	19820000	19821000	19820500	0.7274636363636364	1.0
017C	19821000	19822000	19821500	0.8634754098360656	0.97
017C	19822000	19823000	19822500	0.8572362637362636	0.979
017C	19823000	19824000	19823500	0.7074013605442176	0.6712499999999999
017C	19824000	19825000	19824500	0.8862748815165876	0.9046190476190477
017C	19825000	19826000	19825500	0.7891693290734824	0.6105
017C	19826000	19827000	19826500	0.9326441441441441	0.91249375
017C	19827000	19828000	19827500	0.8181948051948051	0.8125312500000001
017C	19828000	19829000	19828500	NaN	NaN
017C	19829000	19830000	19829500	0.6181447368421052	0.8622413793103448
017C	19830000	19831000	19830500	NaN	NaN
017C	19831000	19832000	19831500	0.5807676767676768	0.6508926174496644
017C	19832000	19833000	19832500	0.9440000000000001	0.8942121212121212
017C	19833000	19834000	19833500	0.761795918367347	0.828375
017C	19834000	19835000	19834500	0.9808476190476191	0.8585151515151515
017C	19835000	19836000	19835500	0.7885352112676057	0.817170731707317
017C	19836000	19837000	19836500	0.9146	0.9467742946708463
017C	19837000	19838000	19837500	0.6666000000000001	0.8030606060606061
017C	19838000	19839000	19838500	0.8545291262135921	0.749909090909091
017C	19839000	19840000	19839500	0.8125312499999999	0.9206017699115044
017C	19840000	19841000	19840500	0.9336346863468634	0.9006561085972848
017C	19841000	19842000	19841500	0.8579874476987448	0.9496037735849058
017C	19842000	19843000	19842500	0.9110694143167027	0.9052436363636363
017C	19843000	19844000	19843500	0.7816938110749185	0.8998
017C	19844000	19845000	19844500	0.6838247863247863	0.9068527131782945
017C	19845000	19846000	19845500	0.5181875	0.8946666666666668
017C	19846000	19847000	19846500	0.7709558232931728	0.844757281553398
017C	19847000	19848000	19847500	0.9193127962085308	0.9613846153846154
017C	19848000	19849000	19848500	0.5378987341772152	0.85
017C	19849000	19850000	19849500	0.40754938271604946	0.7972162162162162
017C	19850000	19851000	19850500	0.7274514925373136	0.6639850746268658
017C	19851000	19852000	19851500	NaN	NaN
017C	19852000	19853000	19852500	0.9416642335766424	0.8356716417910447
017C	19853000	19854000	19853500	0.8187468750000001	0.6394810126582279
017C	19854000	19855000	19854500	0.7677261904761905	0.661972972972973
017C	19855000	19856000	19855500	0.8900074841681059	0.9003204787234041
017C	19856000	19857000	19856500	0.9397354694485842	0.916313725490196
017C	19857000	19858000	19857500	0.8798825737265417	0.87896
017C	19858000	19859000	19858500	0.8708036175710594	0.9143551020408163
017C	19859000	19860000	19859500	0.8373252336448599	0.8867692307692308
017C	19860000	19861000	19860500	0.616578947368421	0.9634545454545455
017C	19861000	19862000	19861500	NaN	NaN
017C	19862000	19863000	19862500	0.8034320241691842	0.7106666666666667
017C	19863000	19864000	19863500	0.7664449339207049	0.41174999999999995
017C	19864000	19865000	19864500	NaN	NaN
017C	19865000	19866000	19865500	0.6493333333333333	0.6592045454545454
017C	19866000	19867000	19866500	0.7467828054298642	0.87525
017C	19867000	19868000	19867500	0.8671293706293706	0.9596188340807175
017C	19868000	19869000	19868500	0.8540068159688413	0.7295918367346939
017C	19869000	19870000	19869500	0.8529755102040816	0.875
017C	19870000	19871000	19870500	NaN	NaN
017C	19871000	19872000	19871500	0.9430406976744184	0.9102307692307692
017C	19872000	19873000	19872500	0.9523907949790795	0.94064406779661
017C	19873000	19874000	19873500	0.9498498467824311	1.0
017C	19874000	19875000	19874500	0.6358070175438596	NaN
017C	19875000	19876000	19875500	0.7389565217391305	NaN
017C	19876000	19877000	19876500	0.8820993788819875	NaN
017C	19877000	19878000	19877500	0.7523853211009174	NaN
017C	19878000	19879000	19878500	0.6365123966942149	NaN
017C	19879000	19880000	19879500	NaN	NaN
017C	19880000	19881000	19880500	0.7544298245614035	1.0
017C	19881000	19882000	19881500	0.9860000000000001	0.96875
017C	19882000	19883000	19882500	0.5751916666666667	0.6779830508474576
017C	19883000	19884000	19883500	0.3297553191489362	0.5368333333333333
017C	19884000	19885000	19884500	0.8931266666666666	0.6351891891891892
017C	19885000	19886000	19885500	0.9405841584158416	0.7
017C	19886000	19887000	19886500	0.8941162790697675	0.9616787234042553
017C	19887000	19888000	19887500	0.756892230576441	0.9395686274509804
017C	19888000	19889000	19888500	0.18470769230769232	0.6467907761529809
017C	19889000	19890000	19889500	0.5347700534759358	0.9492245989304813
017C	19890000	19891000	19890500	0.5236666666666666	0.8939176470588236
017C	19891000	19892000	19891500	0.9370630630630632	0.8037289719626167
017C	19892000	19893000	19892500	0.599925	0.6153333333333333
017C	19893000	19894000	19893500	0.46659999999999996	0.8378648648648648
017C	19894000	19895000	19894500	0.8888333333333333	0.4737684210526315
017C	19895000	19896000	19895500	0.7713142857142857	0.6941428571428571
017C	19896000	19897000	19896500	0.47621505376344087	0.4215913978494625
017C	19897000	19898000	19897500	0.8090168539325843	0.6674093816631131
017C	19898000	19899000	19898500	0.8477717391304348	0.7400865800865801
017C	19899000	19900000	19899500	0.666611111111111	0.8104444444444445
017C	19900000	19901000	19900500	0.8292439024390242	0.8344093264248706
017C	19901000	19902000	19901500	0.6415471698113207	0.8086260869565216
017C	19902000	19903000	19902500	0.8125	0.8999857142857143
017C	19903000	19904000	19903500	0.8590641025641025	0.7264905660377358
017C	19904000	19905000	19904500	0.5396031746031746	0.7316585365853658
017C	19905000	19906000	19905500	0.6746265060240964	0.9230833333333331
017C	19906000	19907000	19906500	0.953125	0.81275
017C	19907000	19908000	19907500	0.7791162790697673	0.91
017C	19908000	19909000	19908500	0.8268740157480317	0.8181404958677686
017C	19909000	19910000	19909500	0.6505145631067961	0.9177397260273973
017C	19910000	19911000	19910500	0.8302499999999999	0.9542941176470588
017C	19911000	19912000	19911500	0.8010738636363635	0.7443646616541353
017C	19912000	19913000	19912500	0.49364556962025324	0.8104310344827585
017C	19913000	19914000	19913500	0.7395789473684211	0.8795109489051095
017C	19914000	19915000	19914500	0.8435625000000001	0.7222222222222222
017C	19915000	19916000	19915500	0.7807180156657961	0.8535669781931463
017C	19916000	19917000	19916500	0.7010919540229885	0.4358348700754402
017C	19917000	19918000	19917500	0.6333381088825215	0.7584922600619196
017C	19918000	19919000	19918500	0.6853247422680413	0.5024568527918782
017C	19919000	19920000	19919500	0.5415000000000001	0.4044044943820224
017C	19920000	19921000	19920500	0.7971756756756757	0.7379451219512195
017C	19921000	19922000	19921500	0.7513615023474178	0.8293119658119658
017C	19922000	19923000	19922500	0.888308510638298	0.8667333333333332
017C	19923000	19924000	19923500	0.6422481751824819	0.7058228228228228
017C	19924000	19925000	19924500	0.8892734806629834	0.874842105263158
017C	19925000	19926000	19925500	0.7848333333333334	0.9411999999999999
017C	19926000	19927000	19926500	0.8848992805755396	0.9605
017C	19927000	19928000	19927500	0.6314377880184331	0.8021978417266186
017C	19928000	19929000	19928500	0.8262028985507246	0.7874562500000002
017C	19929000	19930000	19929500	0.8421412742382273	0.8512076923076923
017C	19930000	19931000	19930500	0.878189964157706	0.8565500000000001
017C	19931000	19932000	19931500	0.8216942675159238	0.8350934065934066
017C	19932000	19933000	19932500	0.9318333333333333	0.8889166666666666
017C	19933000	19934000	19933500	0.5482903225806451	0.8530882352941176
017C	19934000	19935000	19934500	0.7297027027027025	0.4444444444444444
017C	19935000	19936000	19935500	0.7142857142857143	NaN
017C	19936000	19937000	19936500	NaN	NaN
017C	19937000	19938000	19937500	NaN	NaN
017C	19938000	19939000	19938500	NaN	NaN
017C	19939000	19940000	19939500	NaN	NaN
017C	19940000	19941000	19940500	NaN	0.8
017C	19941000	19942000	19941500	NaN	0.9166666666666666
017C	19942000	19943000	19942500	NaN	0.8181818181818182
017C	19943000	19944000	19943500	0.25	0.8181818181818182
017C	19944000	19945000	19944500	0.54	0.872984126984127
017C	19945000	19946000	19945500	0.7498333333333334	0.6226415094339622
017C	19946000	19947000	19946500	0.7999333333333334	0.8968666666666665
017C	19947000	19948000	19947500	0.857090909090909	0.9243636363636364
017C	19948000	19949000	19948500	0.6735714285714286	0.8930000000000001
017C	19949000	19950000	19949500	0.6280769230769231	0.7010093457943927
017C	19950000	19951000	19950500	0.9053783783783784	0.9222
017C	19951000	19952000	19951500	0.790148148148148	0.9486666666666667
017C	19952000	19953000	19952500	0.7922727272727274	0.9696363636363637
017C	19953000	19954000	19953500	0.6814444444444444	0.7086754966887417
017C	19954000	19955000	19954500	0.8692538461538462	0.8609491525423728
017C	19955000	19956000	19955500	0.8956770833333335	0.871280701754386
017C	19956000	19957000	19956500	0.5887170418006431	0.7086842105263158
017C	19957000	19958000	19957500	0.6295740740740741	0.0
017C	19958000	19959000	19958500	0.9568669527896997	0.7846153846153846
017C	19959000	19960000	19959500	0.8909999999999999	0.7560357142857143
017C	19960000	19961000	19960500	0.5275889570552148	0.5834444444444444
017C	19961000	19962000	19961500	NaN	NaN
017C	19962000	19963000	19962500	0.8456912751677853	0.8833333333333333
017C	19963000	19964000	19963500	0.9683684210526317	0.975
017C	19964000	19965000	19964500	NaN	NaN
017C	19965000	19966000	19965500	0.8190000000000001	0.8401063829787234
017C	19966000	19967000	19966500	0.9123245614035087	0.9571452991452992
017C	19967000	19968000	19967500	0.9510000000000002	0.9689767441860464
017C	19968000	19969000	19968500	0.4820647482014388	0.5000569620253165
017C	19969000	19970000	19969500	0.3999090909090909	0.3017241379310345
017C	19970000	19971000	19970500	0.7486319018404908	0.45632214765100676
017C	19971000	19972000	19971500	0.6804232365145229	0.9288888888888889
017C	19972000	19973000	19972500	0.7751591695501729	0.8262588652482269
017C	19973000	19974000	19973500	0.9220638297872342	0.7767272727272726
017C	19974000	19975000	19974500	0.5656	0.6804918032786885
017C	19975000	19976000	19975500	0.4957983193277311	0.6487387387387387
017C	19976000	19977000	19976500	0.8334374999999999	0.9398072289156625
017C	19977000	19978000	19977500	0.9028680555555556	0.9472105263157894
017C	19978000	19979000	19978500	0.9129643788010424	0.8098770595690747
017C	19979000	19980000	19979500	0.8776925675675675	0.9618646934460888
017C	19980000	19981000	19980500	0.8130934911242603	0.8740518518518519
017C	19981000	19982000	19981500	0.8005246913580248	0.8366532951289399
017C	19982000	19983000	19982500	0.7965343511450382	0.9191879194630873
017C	19983000	19984000	19983500	0.7184	0.8187378640776699
017C	19984000	19985000	19984500	0.900598233995585	0.850735593220339
017C	19985000	19986000	19985500	0.842800796812749	0.8602508710801393
017C	19986000	19987000	19986500	0.6110739299610894	0.7212785714285714
017C	19987000	19988000	19987500	0.6512634146341464	0.6970144230769232
017C	19988000	19989000	19988500	0.4450565371024735	0.5595373134328357
017C	19989000	19990000	19989500	0.45012796208530803	0.5243106796116505
017C	19990000	19991000	19990500	0.8082990654205607	0.5203775510204082
017C	19991000	19992000	19991500	0.7186847826086956	0.7176906906906907
017C	19992000	19993000	19992500	0.8508847645429363	0.8506044499381953
017C	19993000	19994000	19993500	NaN	NaN
017C	19994000	19995000	19994500	NaN	NaN
017C	19995000	19996000	19995500	0.7066686626746508	0.7974620253164557
017C	19996000	19997000	19996500	0.5499372693726937	0.8986962025316456
017C	19997000	19998000	19997500	NaN	NaN
017C	19998000	19999000	19998500	NaN	NaN
017C	19999000	20000000	19999500	NaN	NaN
017C	20000000	20001000	20000500	0.48975933609958505	0.43537096774193546
017C	20001000	20002000	20001500	NaN	NaN
017C	20002000	20003000	20002500	0.7136092964824121	0.765625
017C	20003000	20004000	20003500	0.6453103448275862	0.3792068965517241
017C	20004000	20005000	20004500	0.56375	0.8666166666666667
017C	20005000	20006000	20005500	0.8534349593495935	0.8224
017C	20006000	20007000	20006500	0.6855104895104894	0.8749687500000001
017C	20007000	20008000	20007500	0.8090140449438202	0.968875
017C	20008000	20009000	20008500	NaN	NaN
017C	20009000	20010000	20009500	NaN	NaN
017C	20010000	20011000	20010500	NaN	NaN
017C	20011000	20012000	20011500	NaN	NaN
017C	20012000	20013000	20012500	0.6680468749999999	0.9556
017C	20013000	20014000	20013500	0.8813625	1.0
017C	20014000	20015000	20014500	0.7355515695067264	1.0
017C	20015000	20016000	20015500	0.8286574074074075	0.853
017C	20016000	20017000	20016500	0.892054054054054	0.8333333333333334
017C	20017000	20018000	20017500	0.7702601351351351	0.842
017C	20018000	20019000	20018500	0.837464114832536	0.95
017C	20019000	20020000	20019500	0.8256743421052632	1.0
017C	20020000	20021000	20020500	0.7403867924528302	0.9
017C	20021000	20022000	20021500	0.8781538461538461	0.7143428571428572
017C	20022000	20023000	20022500	0.5846650943396227	0.6470588235294118
017C	20023000	20024000	20023500	0.8046425531914894	0.8750000000000001
017C	20024000	20025000	20024500	0.7455094339622642	0.28215384615384614
017C	20025000	20026000	20025500	0.8745314285714284	0.7955000000000001
017C	20026000	20027000	20026500	0.3255406698564593	0.3417521367521367
017C	20027000	20028000	20027500	0.9405544554455445	0.7558444444444444
017C	20028000	20029000	20028500	0.7585258620689656	0.7999870967741936
017C	20029000	20030000	20029500	0.958361111111111	0.7221666666666666
017C	20030000	20031000	20030500	0.8781219512195122	0.7170000000000001
017C	20031000	20032000	20031500	0.5371570247933883	0.6140701754385965
017C	20032000	20033000	20032500	0.44452777777777785	0.49350218340611346
017C	20033000	20034000	20033500	0.2636454545454545	0.3938805309734513
017C	20034000	20035000	20034500	0.5661132075471698	0.617656862745098
017C	20035000	20036000	20035500	0.5801999999999999	0.6941428571428571
017C	20036000	20037000	20036500	NaN	NaN
017C	20037000	20038000	20037500	0.9587054794520549	0.97325
017C	20038000	20039000	20038500	0.36017333333333335	0.6665490196078432
017C	20039000	20040000	20039500	0.5441020408163265	0.9777555555555555
017C	20040000	20041000	20040500	0.7181452991452992	0.9835901639344261
017C	20041000	20042000	20041500	0.6427619047619048	0.9818
017C	20042000	20043000	20042500	0.8427817258883248	0.72
017C	20043000	20044000	20043500	0.9163295803480042	0.9285714285714286
017C	20044000	20045000	20044500	0.881169278996865	0.948
017C	20045000	20046000	20045500	0.6983407821229051	0.8800160000000001
017C	20046000	20047000	20046500	0.9630000000000001	0.9532990654205608
017C	20047000	20048000	20047500	0.8736315789473684	0.8862500000000001
017C	20048000	20049000	20048500	0.7757692307692309	0.880048
017C	20049000	20050000	20049500	0.904857142857143	0.9642857142857143
017C	20050000	20051000	20050500	0.5385999999999999	0.2911392405063291
017C	20051000	20052000	20051500	0.744488888888889	0.9615000000000001
017C	20052000	20053000	20052500	0.765671875	0.9428571428571428
017C	20053000	20054000	20053500	0.8695942028985507	0.896551724137931
017C	20054000	20055000	20054500	0.9263742331288344	0.8333333333333334
017C	20055000	20056000	20055500	0.7368526315789474	0.975
017C	20056000	20057000	20056500	0.875	0.875
017C	20057000	20058000	20057500	0.8054999999999999	NaN
017C	20058000	20059000	20058500	0.8645624999999999	NaN
017C	20059000	20060000	20059500	0.931006896551724	NaN
017C	20060000	20061000	20060500	0.8947368421052632	NaN
017C	20061000	20062000	20061500	1.0	NaN
017C	20062000	20063000	20062500	0.5859375	NaN
017C	20063000	20064000	20063500	0.6	NaN
017C	20064000	20065000	20064500	NaN	NaN
017C	20065000	20066000	20065500	NaN	NaN
017C	20066000	20067000	20066500	NaN	NaN
017C	20067000	20068000	20067500	NaN	0.9318181818181818
017C	20068000	20069000	20068500	NaN	NaN
017C	20069000	20070000	20069500	NaN	NaN
017C	20070000	20071000	20070500	NaN	0.9743846153846153
017C	20071000	20072000	20071500	0.75	0.9866533333333333
017C	20072000	20073000	20072500	NaN	NaN
017C	20073000	20074000	20073500	0.9090909090909091	0.9719999999999999
017C	20074000	20075000	20074500	0.7058823529411765	0.8506470588235294
017C	20075000	20076000	20075500	0.6470588235294118	0.9230588235294117
017C	20076000	20077000	20076500	0.6875	0.7755833333333333
017C	20077000	20078000	20077500	0.5	0.8796506024096385
017C	20078000	20079000	20078500	0.9807692307692307	0.923
017C	20079000	20080000	20079500	0.7954545454545454	0.9809873417721517
017C	20080000	20081000	20080500	1.0	0.9444444444444444
017C	20081000	20082000	20081500	NaN	0.6427857142857142
017C	20082000	20083000	20082500	NaN	0.8834000000000001
017C	20083000	20084000	20083500	NaN	0.9645325443786982
017C	20084000	20085000	20084500	NaN	0.8614257425742573
017C	20085000	20086000	20085500	NaN	0.959976
017C	20086000	20087000	20086500	NaN	1.0
017C	20087000	20088000	20087500	NaN	1.0
017C	20088000	20089000	20088500	NaN	NaN
017C	20089000	20090000	20089500	NaN	0.6303088607594937
017C	20090000	20091000	20090500	0.7142857142857143	0.5545256410256411
017C	20091000	20092000	20091500	0.9078947368421053	0.9102055888223551
017C	20092000	20093000	20092500	0.794392523364486	0.8878181818181818
017C	20093000	20094000	20093500	0.8387096774193549	0.741375
017C	20094000	20095000	20094500	0.9394040404040405	0.9040890410958903
017C	20095000	20096000	20095500	0.8975	0.9628333333333333
017C	20096000	20097000	20096500	0.8668933333333333	0.9222
017C	20097000	20098000	20097500	0.915357142857143	0.9364067796610169
017C	20098000	20099000	20098500	NaN	NaN
017C	20099000	20100000	20099500	0.8871715686274508	0.9768999999999999
017C	20100000	20101000	20100500	0.960909090909091	0.9372195121951219
017C	20101000	20102000	20101500	0.8561297169811322	0.911135135135135
017C	20102000	20103000	20102500	0.9826363636363636	0.9834545454545454
017C	20103000	20104000	20103500	0.968299711815562	0.8788684210526316
017C	20104000	20105000	20104500	0.9297298245614034	0.8484666666666666
017C	20105000	20106000	20105500	0.9533112840466926	0.9769885057471264
017C	20106000	20107000	20106500	0.9079342105263157	0.9091168831168832
017C	20107000	20108000	20107500	0.9111777777777778	0.7607692307692309
017C	20108000	20109000	20108500	0.5575	0.30524999999999997
017C	20109000	20110000	20109500	0.9715199999999999	0.9310862068965516
017C	20110000	20111000	20110500	0.9739478260869565	0.967948717948718
017C	20111000	20112000	20111500	0.9652441860465116	0.8386290322580645
017C	20112000	20113000	20112500	0.9363617021276596	0.926514705882353
017C	20113000	20114000	20113500	0.9518225806451612	0.7856666666666666
017C	20114000	20115000	20114500	0.9866533333333333	1.0
017C	20115000	20116000	20115500	0.9486666666666665	0.9643142857142859
017C	20116000	20117000	20116500	0.9682802547770701	0.8461538461538461
017C	20117000	20118000	20117500	0.9466133333333334	1.0
017C	20118000	20119000	20118500	0.9401666666666666	0.9974722222222223
017C	20119000	20120000	20119500	0.9908165137614678	1.0
017C	20120000	20121000	20120500	0.9888938547486034	0.9496698113207548
017C	20121000	20122000	20121500	0.9908338461538462	0.9896269430051812
017C	20122000	20123000	20122500	0.9660926916221035	0.9628942486085343
017C	20123000	20124000	20123500	0.9657578347578349	0.9871516709511569
017C	20124000	20125000	20124500	0.9449945054945057	0.9480673575129533
017C	20125000	20126000	20125500	0.967	0.9186923076923077
017C	20126000	20127000	20126500	0.7619999999999999	0.8390535714285715
017C	20127000	20128000	20127500	0.7674779874213836	0.7350108108108109
017C	20128000	20129000	20128500	0.9619347826086956	0.9729730941704037
017C	20129000	20130000	20129500	0.78925	0.8580679012345679
017C	20130000	20131000	20130500	0.8819382022471911	0.8447413793103448
017C	20131000	20132000	20131500	0.9369201680672269	0.8878200589970502
017C	20132000	20133000	20132500	0.7818363636363636	0.8980113636363637
017C	20133000	20134000	20133500	0.9079326241134751	0.8634865424430642
017C	20134000	20135000	20134500	0.9761077844311377	0.9565403726708075
017C	20135000	20136000	20135500	0.9662367149758454	0.9308
017C	20136000	20137000	20136500	0.9647688442211054	0.8871683778234086
017C	20137000	20138000	20137500	0.9573413333333335	0.8640022099447514
017C	20138000	20139000	20138500	0.8629589041095891	0.9436743215031315
017C	20139000	20140000	20139500	0.9233275261324042	0.9015895953757225
017C	20140000	20141000	20140500	0.9154436619718309	0.8947534626038782
017C	20141000	20142000	20141500	0.8866649484536083	0.8806594360086769
017C	20142000	20143000	20142500	0.9072	0.8964794520547943
017C	20143000	20144000	20143500	0.8693604240282685	0.8751410048622366
017C	20144000	20145000	20144500	0.9173312883435584	0.8927499999999999
017C	20145000	20146000	20145500	0.9079137931034481	0.9288427299703266
017C	20146000	20147000	20146500	0.931530821917808	0.9350594795539033
017C	20147000	20148000	20147500	0.8966807511737089	0.9292036613272312
017C	20148000	20149000	20148500	0.9747097791798107	0.9616728187919463
017C	20149000	20150000	20149500	0.9481402214022139	0.9599146919431277
017C	20150000	20151000	20150500	0.8295650224215246	0.8746567656765675
017C	20151000	20152000	20151500	0.9372039215686274	0.9124064327485382
017C	20152000	20153000	20152500	0.9425718849840254	0.9130784883720932
017C	20153000	20154000	20153500	0.9678899082568807	0.9632367346938774
017C	20154000	20155000	20154500	0.9358746666666667	0.9934459161147902
017C	20155000	20156000	20155500	0.9328221649484539	0.9260259481037925
017C	20156000	20157000	20156500	0.9203333333333333	0.8970739910313902
017C	20157000	20158000	20157500	0.960953307392996	0.9478957345971564
017C	20158000	20159000	20158500	0.9657599999999998	0.9817518248175182
017C	20159000	20160000	20159500	0.9056888111888112	0.9676143187066976
017C	20160000	20161000	20160500	0.8634545454545455	0.8479239543726237
017C	20161000	20162000	20161500	0.8965164319248826	0.947944625407166
017C	20162000	20163000	20162500	0.9462416107382551	0.9589725490196079
017C	20163000	20164000	20163500	0.9848333333333332	0.9697368421052632
017C	20164000	20165000	20164500	0.9940769230769231	0.9710719999999997
017C	20165000	20166000	20165500	0.9866086956521738	0.9695696969696969
017C	20166000	20167000	20166500	0.1983663943990665	0.16927173913043478
017C	20167000	20168000	20167500	0.010777777777777778	0.0
017C	20168000	20169000	20168500	0.34810126582278483	0.5307086956521738
017C	20169000	20170000	20169500	0.7074965986394558	0.8224935064935064
017C	20170000	20171000	20170500	0.9166666666666666	0.9630599078341016
017C	20171000	20172000	20171500	1.0	1.0
017C	20172000	20173000	20172500	0.9523333333333333	1.0
017C	20173000	20174000	20173500	0.8998999999999999	0.8479130434782608
017C	20174000	20175000	20174500	0.9713999999999998	0.9821424332344214
017C	20175000	20176000	20175500	0.9583229166666666	0.9711201923076923
017C	20176000	20177000	20176500	0.9690567010309279	0.994821243523316
017C	20177000	20178000	20177500	0.9873417721518988	0.9929503546099291
017C	20178000	20179000	20178500	0.946969696969697	0.9960944881889763
017C	20179000	20180000	20179500	0.961987341772152	0.9703444444444445
017C	20180000	20181000	20180500	0.9881428571428572	0.9193306451612904
017C	20181000	20182000	20181500	1.0	0.9427083333333334
